World Rank,Institution,Country,National Rank,Total Score,Additional Score
408,University of Bonn,Germany,4,24.9 ,16.9
408,University of Goettingen,Germany,4,24.9 ,32.9
406,Texas A&M University - College Station,USA,51,24.8 ,0.0
405,University of Virginia,USA,52,24.5 ,0.0
404,Case Western Reserve University,USA,53,24.3 ,34.5
403,Aarhus University,Denmark,2,24.2 ,13.1
402,Rice University,USA,54,24.0 ,18.5
402,University of Birmingham,UK,11,24.0 ,21.3
376,Baylor College of Medicine,USA,55-69,0,0.0
376,Catholic University of Leuven,Belgium,2-4,0,0.0
376,Catholic University of Louvain,Belgium,2-4,0,11.9
376,Emory University,USA,55-69,0,0.0
376,Georgia Institute of Technology,USA,55-69,0,14.1
376,Lund University,Sweden,4,0,25.0
376,Mayo Medical School,USA,55-69,0,0.0
376,National Taiwan University,China-tw,1,0,13.1
376,National University of Singapore,Singapore,1,0,0.0
376,North Carolina State University - Raleigh,USA,55-69,0,0.0
376,Oregon State University,USA,55-69,0,13.1
376,Seoul National University,South-Korea,1,0,0.0
376,Swiss Federal Institute of Technology of Lausanne,Switzerland,4-5,0,0.0
376,Technion-Israel Institute of Technology,Israel,2-4,0,16.0
376,Tel Aviv University,Israel,2-4,0,0.0
376,The University of Georgia,USA,55-69,0,0.0
376,The University of Queensland,Australia,4-5,0,14.1
376,The University of Western Australia,Australia,4-5,0,15.1
376,Tokyo Institute of Technology,Japan,6,0,14.1
376,Tufts University,USA,55-69,0,16.0
376,University Libre Bruxelles,Belgium,2-4,0,18.5
376,University of Alberta,Canada,5-6,0,13.1
376,University of Amsterdam,Netherlands,3-6,0,7.5
376,University of California, Riverside,USA,55-69,0,14.1
376,University of California, Santa Cruz,USA,55-69,0,0.0
376,University of Frankfurt,Germany,6-10,0,34.1
376,University of Freiburg,Germany,6-10,0,21.3
376,University of Geneva,Switzerland,4-5,0,25.0
376,University of Groningen,Netherlands,3-6,0,0.0
376,University of Hawaii at Manoa,USA,55-69,0,0.0
376,University of Iowa,USA,55-69,0,0.0
376,University of Leeds,UK,12-14,0,19.2
376,University of Liverpool,UK,12-14,0,19.9
376,University of Massachusetts Amherst,USA,55-69,0,15.1
376,University of Massachusetts Medical School - Worcester,USA,55-69,0,0.0
376,University of Miami,USA,55-69,0,0.0
376,University of Milan,Italy,1-3,0,19.2
376,University of Montreal,Canada,5-6,0,13.1
376,University of Muenster,Germany,6-10,0,21.3
376,University of Paris Diderot (Paris 7),France,4-5,0,15.5
376,University of Pisa,Italy,1-3,0,16.0
376,University of Roma - La Sapienza,Italy,1-3,0,14.1
376,University of Sao Paulo,Brazil,1,0,0.0
376,University of Strasbourg,France,4-5,0,25.0
376,University of Sussex,UK,12-14,0,0.0
376,University of Tuebingen,Germany,6-10,0,25.0
376,University of Wageningen,Netherlands,3-6,0,0.0
376,University of Wuerzburg,Germany,6-10,0,21.3
376,VU University Amsterdam,Netherlands,3-6,0,0.0
376,Weizmann Institute of Science,Israel,2-4,0,14.1
326,Cardiff University,UK,15-19,0,0.0
326,Colorado State University,USA,70-89,0,0.0
326,Dartmouth College,USA,70-89,0,20.6
326,Delft University of Technology,Netherlands,7-9,0,13.1
326,Erasmus University,Netherlands,7-9,0,0.0
326,Florida State University,USA,70-89,0,0.0
326,George Mason University,USA,70-89,0,0.0
326,Hokkaido University,Japan,7-9,0,0.0
326,Iowa State University,USA,70-89,0,0.0
326,Joseph Fourier University (Grenoble 1),France,6-7,0,0.0
326,Kyushu University,Japan,7-9,0,0.0
326,Louisiana State University - Baton Rouge,USA,70-89,0,0.0
326,Monash University,Australia,6-7,0,0.0
326,Mount Sinai School of Medicine,USA,70-89,0,0.0
326,National Autonomous University of Mexico,Mexico,1,0,14.1
326,Oregon Health and Science University,USA,70-89,0,0.0
326,Peking University,China,1-2,0,0.0
326,Radboud University Nijmegen,Netherlands,7-9,0,0.0
326,State University of New York at Stony Brook,USA,70-89,0,0.0
326,Technical University of Denmark,Denmark,3,0,7.5
326,The Chinese University of Hong Kong,China-hk,1,0,0.0
326,The University of Alabama at Birmingham,USA,70-89,0,0.0
326,The University of Calgary,Canada,7-8,0,0.0
326,The University of Connecticut - Storrs,USA,70-89,0,13.1
326,The University of Glasgow,UK,15-19,0,10.7
326,The University of Texas Health Science Center at Houston,USA,70-89,0,0.0
326,The University of Texas M. D. Anderson Cancer Center,USA,70-89,0,0.0
326,Tsinghua University,China,1-2,0,11.9
326,University of Bern,Switzerland,6,0,14.1
326,University of Buenos Aires,Argentina,1,0,18.5
326,University of Delaware,USA,70-89,0,11.9
326,University of Durham,UK,15-19,0,0.0
326,University of Hamburg,Germany,11-14,0,14.1
326,University of Illinois at Chicago,USA,70-89,0,0.0
326,University of Kiel,Germany,11-14,0,13.1
326,University of Koeln,Germany,11-14,0,0.0
326,University of Mainz,Germany,11-14,0,0.0
326,University of Maryland, Baltimore,USA,70-89,0,0.0
326,University of Nebraska - Lincoln,USA,70-89,0,19.9
326,University of New South Wales,Australia,6-7,0,0.0
326,University of Padua,Italy,4,0,0.0
326,University of Paris Descartes (Paris 5),France,6-7,0,13.7
326,University of Southampton,UK,15-19,0,0.0
326,University of Tennessee - Knoxville,USA,70-89,0,11.9
326,University of Tsukuba,Japan,7-9,0,0.0
326,University of Vienna,Austria,1,0,17.7
326,University of Warwick,UK,15-19,0,0.0
326,University of Waterloo,Canada,7-8,0,0.0
326,Virginia Commonwealth University,USA,70-89,0,11.9
326,Virginia Polytechnic Institute and State University,USA,70-89,0,13.1
251,Autonomous University of Madrid,Spain,1-4,0,0.0
251,Brandeis University,USA,90-111,0,21.3
251,Chalmers University of Technology,Sweden,5-9,0,0.0
251,Charles University in Prague,Czech,1,0,13.1
251,City University of New York City College,USA,90-111,0,33.7
251,Claude Bernard University Lyon 1,France,8-13,0,13.1
251,Complutense University of Madrid,Spain,1-4,0,16.9
251,Dalhousie University,Canada,9-18,0,0.0
251,Ecole Polytechnique,France,8-13,0,19.2
251,Fudan University,China,3-7,0,0.0
251,Industrial Physics and Chemistry Higher Educational Institution - Paris,France,8-13,0,9.2
251,Keio University,Japan,10,0,0.0
251,Korea Advanced Institute of Science and Technology,South-Korea,2-4,0,0.0
251,Korea University,South-Korea,2-4,0,0.0
251,Lancaster University,UK,20-30,0,0.0
251,Laval University,Canada,9-18,0,0.0
251,London School of Economics and Political Science,UK,20-30,0,16.9
251,Macquarie University,Australia,8-9,0,0.0
251,Medical University of Vienna,Austria,2-3,0,11.9
251,Nanjing University,China,3-7,0,0.0
251,National and Kapodistrian University of Athens,Greece,1,0,0.0
251,National Cheng Kung University,China-tw,2,0,0.0
251,Newcastle University,UK,20-30,0,0.0
251,Norwegian University of Science and Technology,Norway,2-3,0,16.0
251,Paul Sabatier University (Toulouse 3),France,8-13,0,0.0
251,Polytechnic Institute of Milan,Italy,5-8,0,9.2
251,Queen Mary, U. of London,UK,20-30,0,20.6
251,Queen's University,Canada,9-18,0,0.0
251,Queen's University,UK,20-30,0,19.9
251,Rensselaer Polytechnic Institute,USA,90-111,0,14.1
251,Royal Institute of Technology,Sweden,5-9,0,0.0
251,RWTH Aachen University,Germany,15-23,0,5.3
251,Shanghai Jiao Tong University,China,3-7,0,0.0
251,Simon Fraser University,Canada,9-18,0,0.0
251,State University of Campinas,Brazil,2,0,0.0
251,State University of New York at Buffalo,USA,90-111,0,0.0
251,Swedish University of Agricultural Sciences,Sweden,5-9,0,0.0
251,Technical University of Berlin,Germany,15-23,0,19.9
251,The George Washington University,USA,90-111,0,13.1
251,The Hong Kong Polytechnic University,China-hk,2-4,0,0.0
251,The Hong Kong University of Science and Technology,China-hk,2-4,0,0.0
251,The University of Adelaide,Australia,8-9,0,16.9
251,The University of Auckland,New-Zealand,1-2,0,15.1
251,The University of Hong Kong,China-hk,2-4,0,0.0
251,The University of New Mexico - Albuquerque,USA,90-111,0,0.0
251,The University of Reading,UK,20-30,0,0.0
251,The University of Texas Health Science Center at San Antonio,USA,90-111,0,0.0
251,Trinity College Dublin,Ireland,1,0,13.1
251,Umea University,Sweden,5-9,0,0.0
251,University of Aberdeen,UK,20-30,0,0.0
251,University of Antwerp,Belgium,5-6,0,0.0
251,University of Barcelona,Spain,1-4,0,0.0
251,University of Bergen,Norway,2-3,0,0.0
251,University of Bochum,Germany,15-23,0,0.0
251,University of Bologna,Italy,5-8,0,0.0
251,University of Cape Town,South-Africa,1,0,21.3
251,University of Central Florida,USA,90-111,0,0.0
251,University of Cincinnati,USA,90-111,0,0.0
251,University of Colorado at Denver,USA,90-111,0,0.0
251,University of Duesseldorf,Germany,15-23,0,13.1
251,University of East Anglia,UK,20-30,0,15.1
251,University of Erlangen-Nuremberg,Germany,15-23,0,0.0
251,University of Florence,Italy,5-8,0,0.0
251,University of Gothenburg,Sweden,5-9,0,0.0
251,University of Guelph,Canada,9-18,0,0.0
251,University of Halle-Wittenberg,Germany,15-23,0,5.3
251,University of Houston,USA,90-111,0,0.0
251,University of Innsbruck,Austria,2-3,0,0.0
251,University of Kansas - Lawrence,USA,90-111,0,13.1
251,University of Kentucky,USA,90-111,0,11.9
251,University of Lausanne,Switzerland,7,0,0.0
251,University of Leicester,UK,20-30,0,0.0
251,University of Leipzig,Germany,15-23,0,15.1
251,University of Liege,Belgium,5-6,0,9.2
251,University of Manitoba,Canada,9-18,0,0.0
251,University of Marburg,Germany,15-23,0,15.1
251,University of Medicine and Dentistry New Jersey,USA,90-111,0,0.0
251,University of Missouri - Columbia,USA,90-111,0,10.7
251,University of Montpellier 2,France,8-13,0,11.9
251,University of Notre Dame,USA,90-111,0,14.1
251,University of Oregon,USA,90-111,0,11.9
251,University of Otago,New-Zealand,1-2,0,0.0
251,University of Ottawa,Canada,9-18,0,0.0
251,University of Saskatchewan,Canada,9-18,0,10.7
251,University of Science and Technology of China,China,3-7,0,0.0
251,University of South Carolina - Columbia,USA,90-111,0,0.0
251,University of South Florida,USA,90-111,0,0.0
251,University of St Andrews,UK,20-30,0,11.9
251,University of Stuttgart,Germany,15-23,0,20.6
251,University of the Mediterranean (Aix-Marseille 2),France,8-13,0,0.0
251,University of Turin,Italy,5-8,0,18.5
251,University of Valencia,Spain,1-4,0,0.0
251,University of Vermont,USA,90-111,0,15.1
251,University of Victoria,Canada,9-18,0,0.0
251,University of York,UK,20-30,0,0.0
251,Washington State University - Pullman,USA,90-111,0,0.0
251,Western University,Canada,9-18,0,0.0
251,Yeshiva University,USA,90-111,0,0.0
251,Yonsei University,South-Korea,2-4,0,0.0
251,Zhejiang University,China,3-7,0,0.0
151,Aristotle University of Thessaloniki,Greece,2,0,0.0
151,Autonomous University of Barcelona,Spain,5-7,0,0.0
151,Bar-Ilan University,Israel,5-6,0,0.0
151,Ben-Gurion University of the Negev,Israel,5-6,0,0.0
151,Brigham Young University,USA,112-137,0,10.7
151,City University of Hong Kong,China-hk,5,0,0.0
151,Clemson University,USA,112-137,0,0.0
151,Technical University Darmstadt,Germany,24-33,0,16.9
151,Dresden University of Technology,Germany,24-33,0,0.0
151,Drexel University,USA,112-137,0,0.0
151,Eotvos Lorand University,Hungary,1-2,0,16.9
151,Federal University of Minas Gerais,Brazil,3-5,0,0.0
151,Federal University of Rio de Janeiro,Brazil,3-5,0,0.0
151,Flinders University,Australia,10-13,0,16.9
151,Georgetown University,USA,112-137,0,0.0
151,Hanyang University,South-Korea,5-7,0,0.0
151,Henri Poincare University (Nancy 1),France,14-18,0,13.1
151,Hiroshima University,Japan,11-17,0,0.0
151,Indian Institute of Science,India,1,0,0.0
151,Jagiellonian University,Poland,1-2,0,11.9
151,James Cook University,Australia,10-13,0,0.0
151,Kanazawa University,Japan,11-17,0,0.0
151,Kansas State University,USA,112-137,0,0.0
151,King Saud University,Saudi-Arabia,1,0,0.0
151,Kobe University,Japan,11-17,0,0.0
151,London School of Hygiene and Tropical Medicine,UK,31-35,0,9.2
151,Medical University of Graz,Austria,4-6,0,0.0
151,Medical University of Innsbruck,Austria,4-6,0,0.0
151,Medical University of South Carolina,USA,112-137,0,0.0
151,Nagasaki University,Japan,11-17,0,13.1
151,Nanyang Technological University,Singapore,2,0,0.0
151,National Chiao Tung University,China-tw,3-4,0,0.0
151,National Tsing Hua University,China-tw,3-4,0,14.1
151,Okayama University,Japan,11-17,0,0.0
151,Pohang University of Science and Technology,South-Korea,5-7,0,0.0
151,Polytechnic University of Valencia,Spain,5-7,0,0.0
151,Saint Louis University,USA,112-137,0,0.0
151,Saint Petersburg State University,Russia,2,0,26.1
151,San Diego State University,USA,112-137,0,0.0
151,Sao Paulo State University,Brazil,3-5,0,0.0
151,Scuola Normale Superiore - Pisa,Italy,9-13,0,0.0
151,Shandong University,China,8-10,0,0.0
151,Sichuan University,China,8-10,0,0.0
151,State University of New York at Albany,USA,112-137,0,0.0
151,State University of New York Health Science Center at Brooklyn,USA,112-137,0,0.0
151,Stockholm School of Economics,Sweden,10,0,0.0
151,Sun Yat-sen University,China,8-10,0,0.0
151,Sungkyunkwan University,South-Korea,5-7,0,0.0
151,Syracuse University,USA,112-137,0,0.0
151,Temple University,USA,112-137,0,0.0
151,Texas Tech University,USA,112-137,0,0.0
151,The Open University,UK,31-35,0,0.0
151,The University of Dundee,UK,31-35,0,0.0
151,The University of Montana - Missoula,USA,112-137,0,7.5
151,The University of Texas at Dallas,USA,112-137,0,0.0
151,The University of Texas Medical Branch at Galveston,USA,112-137,0,0.0
151,Thomas Jefferson University,USA,112-137,0,0.0
151,Tokyo Medical and Dental University,Japan,11-17,0,0.0
151,Tulane University,USA,112-137,0,0.0
151,University College Dublin,Ireland,2,0,0.0
151,University of Alaska - Fairbanks,USA,112-137,0,0.0
151,University of Arkansas at Fayetteville,USA,112-137,0,0.0
151,University of Bath,UK,31-35,0,0.0
151,University of Bielefeld,Germany,24-33,0,0.0
151,University of Bordeaux 1,France,14-18,0,7.5
151,University of Bremen,Germany,24-33,0,0.0
151,University of Duisburg-Essen,Germany,24-33,0,0.0
151,University of Exeter,UK,31-35,0,0.0
151,University of Genova,Italy,9-13,0,0.0
151,University of Graz,Austria,4-6,0,10.7
151,University of Jena,Germany,24-33,0,0.0
151,University of Karlsruhe,Germany,24-33,0,5.3
151,University of Konstanz,Germany,24-33,0,0.0
151,University of Maastricht,Netherlands,10-11,0,0.0
151,University of Naples Federico II,Italy,9-13,0,0.0
151,University of Nevada - Reno,USA,112-137,0,0.0
151,University of New Hampshire - Durham,USA,112-137,0,0.0
151,University of Newcastle,Australia,10-13,0,0.0
151,University of Nice Sophia Antipolis,France,14-18,0,0.0
151,University of Oklahoma - Norman,USA,112-137,0,0.0
151,University of Oulu,Finland,2-3,0,13.1
151,University of Palermo,Italy,9-13,0,0.0
151,University of Paris Dauphine (Paris 9),France,14-18,0,0.0
151,University of Pompeu Fabra,Spain,5-7,0,0.0
151,University of Provence (Aix-Marseille 1),France,14-18,0,16.0
151,University of Regensburg,Germany,24-33,0,0.0
151,University of Rhode Island,USA,112-137,0,0.0
151,University of Roma - Tor Vergata,Italy,9-13,0,0.0
151,University of Southern Denmark,Denmark,4,0,0.0
151,University of Szeged,Hungary,1-2,0,0.0
151,University of the Witwatersrand,South-Africa,2,0,21.3
151,University of Tromso,Norway,4,0,0.0
151,University of Turku,Finland,2-3,0,0.0
151,University of Twente,Netherlands,10-11,0,0.0
151,University of Ulm,Germany,24-33,0,0.0
151,University of Warsaw,Poland,1-2,0,18.5
151,University of Wollongong,Australia,10-13,0,0.0
151,Wake Forest University,USA,112-137,0,0.0
151,Waseda University,Japan,11-17,0,0.0
151,Wayne State University,USA,112-137,0,0.0
51,Aalto University,Finland,4-6,0,0.0
51,Auburn University,USA,138-154,0,0.0
51,Boston College,USA,138-154,0,0.0
51,Brunel University,UK,36-38,0,0.0
51,Carleton University,Canada,19-23,0,0.0
51,Catholic University of Chile,Chile,1-2,0,0.0
51,Catholic University of the Sacred Heart,Italy,14-22,0,0.0
51,Chang Gung University,China-tw,5-7,0,0.0
51,Chiba University,Japan,18-25,0,0.0
51,China Agricultural University,China,11-22,0,0.0
51,Concordia University,Canada,19-23,0,0.0
51,Curtin University of Technology,Australia,14-17,0,0.0
51,Dalian University of Technology,China,11-22,0,0.0
51,Ecole National Superieure Mines - Paris,France,19-22,0,16.0
51,Ecole Normale Superieure - Lyon,France,19-22,0,0.0
51,Eindhoven University of Technology,Netherlands,12,0,0.0
51,Federal University of Rio Grande do Sul,Brazil,6,0,0.0
51,Gunma University,Japan,18-25,0,0.0
51,Hannover Medical School,Germany,34-39,0,0.0
51,Harbin Institute of Technology,China,11-22,0,0.0
51,Huazhong University of Science and Technology,China,11-22,0,0.0
51,Indian Institute of Technology Kharagpur,India,2,0,0.0
51,Indiana University-Purdue University at Indianapolis,USA,138-154,0,0.0
51,Istanbul University,Turkey,1,0,15.1
51,Jilin University,China,11-22,0,0.0
51,Kent State University,USA,138-154,0,0.0
51,King Fahd University of Petroleum & Minerals,Saudi-Arabia,2,0,0.0
51,Kyung Hee University,South-Korea,8-10,0,0.0
51,Kyungpook National University,South-Korea,8-10,0,0.0
51,La Trobe University,Australia,14-17,0,0.0
51,Lanzhou University,China,11-22,0,0.0
51,Lehigh University,USA,138-154,0,0.0
51,Linkoping University,Sweden,11,0,0.0
51,Massey University,New-Zealand,3-5,0,0.0
51,Medical College of Wisconsin,USA,138-154,0,0.0
51,Montana State University - Bozeman,USA,138-154,0,0.0
51,Nankai University,China,11-22,0,0.0
51,National Central University,China-tw,5-7,0,0.0
51,National Yang Ming University,China-tw,5-7,0,0.0
51,Nihon University,Japan,18-25,0,0.0
51,Niigata University,Japan,18-25,0,0.0
51,Northeastern University,USA,138-154,0,0.0
51,Ohio University,USA,138-154,0,15.1
51,Osaka Prefecture University,Japan,18-25,0,0.0
51,Polytechnic University of Turin,Italy,14-22,0,0.0
51,Portland State University,USA,138-154,0,0.0
51,Pusan National University,South-Korea,8-10,0,0.0
51,Southeast University,China,11-22,0,0.0
51,Swinburne University of Technology,Australia,14-17,0,0.0
51,Technical University of Braunschweig,Germany,34-39,0,14.1
51,The University of Connecticut Health Center,USA,138-154,0,0.0
51,The University of Texas at San Antonio,USA,138-154,0,0.0
51,The University of Tokushima,Japan,18-25,0,0.0
51,Tianjin University,China,11-22,0,0.0
51,Tokyo University of Agriculture and Technology,Japan,18-25,0,0.0
51,University College Cork,Ireland,3,0,0.0
51,University of Arkansas at Little Rock,USA,138-154,0,0.0
51,University of Bari,Italy,14-22,0,0.0
51,University of Bayreuth,Germany,34-39,0,0.0
51,University of Canterbury,New-Zealand,3-5,0,0.0
51,University of Chile,Chile,1-2,0,9.2
51,University of Eastern Finland,Finland,4-6,0,0.0
51,University of Essex,UK,36-38,0,15.1
51,University of Ferrara,Italy,14-22,0,0.0
51,University of Giessen,Germany,34-39,0,0.0
51,University of Granada,Spain,8-10,0,0.0
51,University of Greifswald,Germany,34-39,0,0.0
51,University of Haifa,Israel,7,0,0.0
51,University of Hannover,Germany,34-39,0,0.0
51,University of Jyvaskyla,Finland,4-6,0,0.0
51,University of Kansas Medical Center,USA,138-154,0,0.0
51,University of KwaZulu-Natal,South-Africa,3,0,0.0
51,University of Lisbon,Portugal,1-2,0,0.0
51,University of Ljubljana,Slovenia,1,0,0.0
51,University of Milan,Italy,14-22,0,0.0
51,University of Nebraska Medical Center,USA,138-154,0,0.0
51,University of Parma,Italy,14-22,0,0.0
51,University of Pavia,Italy,14-22,0,0.0
51,University of Perugia,Italy,14-22,0,0.0
51,University of Porto,Portugal,1-2,0,0.0
51,University of Quebec,Canada,19-23,0,0.0
51,University of Rennes 1,France,19-22,0,0.0
51,University of Santiago Compostela,Spain,8-10,0,0.0
51,University of Sherbrooke,Canada,19-23,0,0.0
51,University of Siena,Italy,14-22,0,0.0
51,University of Surrey,UK,36-38,0,0.0
51,University of Tasmania,Australia,14-17,0,0.0
51,University of Tehran,Iran,1,0,14.1
51,University of Versailles,France,19-22,0,0.0
51,University of Wyoming,USA,138-154,0,0.0
51,University of Zaragoza,Spain,8-10,0,0.0
51,Utah State University,USA,138-154,0,0.0
51,Victoria University of Wellington,New-Zealand,3-5,0,13.1
51,Vienna University of Technology,Austria,7,0,0.0
51,Vrije University Brussel,Belgium,7,0,15.1
51,Wuhan University,China,11-22,0,0.0
51,Xiamen University,China,11-22,0,0.0
51,Xian Jiao Tong University,China,11-22,0,0.0
51,Yamaguchi University,Japan,18-25,0,0.0
51,York University,Canada,19-23,0,0.0
